date,airport_arrivals,airport_arrivals_lag1,cruise_ship_flag,ships_in_port_count,cruise_passenger_estimate,bank_holiday_flag,aviva_event_flag,croke_park_event_flag,nearby_venue_event_flag,city_event_flag,event_impact_score,event_names,school_holiday_flag,college_term_flag,payday_period_flag,days_from_payday,st_patricks_week_flag,bloomsday_flag,bloomsday_week_flag,summer_tourism_flag,christmas_market_flag,new_years_eve_flag,new_years_day_flag,major_sports_event_flag
2025-04-29,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,4,0,0,0,0,0,0,0,0
2025-04-30,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,5,0,0,0,0,0,0,0,0
2025-05-01,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,1,-4,0,0,0,0,0,0,0,0
2025-05-02,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2025-05-03,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2025-05-04,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2025-05-05,102274,102274,0,0,0,1,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-05-06,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2025-05-07,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-05-08,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-05-09,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-05-10,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-05-11,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-05-12,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-05-13,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2025-05-14,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2025-05-15,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-05-16,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2025-05-17,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2025-05-18,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2025-05-19,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2025-05-20,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,0,0,0,0
2025-05-21,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,0,0,0,0
2025-05-22,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,0,0,0,0
2025-05-23,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,0,0,0,0
2025-05-24,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,0,0,0,0
2025-05-25,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-05-26,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,1,0,0,0,0,0,0,0,0
2025-05-27,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,2,0,0,0,0,0,0,0,0
2025-05-28,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,3,0,0,0,0,0,0,0,0
2025-05-29,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,4,0,0,0,0,0,0,0,0
2025-05-30,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,1,5,0,0,0,0,0,0,0,0
2025-05-31,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,1,6,0,0,0,0,0,0,0,0
2025-06-01,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,1,-4,0,0,0,0,0,0,0,0
2025-06-02,102274,102274,0,0,0,1,0,0,0,0,0.0,,0,0,1,-3,0,0,0,0,0,0,0,0
2025-06-03,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,1,-2,0,0,0,0,0,0,0,0
2025-06-04,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,1,-1,0,0,0,0,0,0,0,0
2025-06-05,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0
2025-06-06,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-07,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,2,0,0,0,0,0,0,0,0
2025-06-08,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,3,0,0,0,0,0,0,0,0
2025-06-09,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,4,0,0,0,0,0,0,0,0
2025-06-10,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,5,0,0,0,0,0,0,0,0
2025-06-11,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,6,0,0,1,0,0,0,0,0
2025-06-12,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,7,0,0,1,0,0,0,0,0
2025-06-13,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,8,0,0,1,0,0,0,0,0
2025-06-14,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,9,0,0,1,0,0,0,0,0
2025-06-15,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,10,0,0,1,0,0,0,0,0
2025-06-16,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,11,0,1,1,0,0,0,0,0
2025-06-17,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,12,0,0,0,0,0,0,0,0
2025-06-18,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,13,0,0,0,0,0,0,0,0
2025-06-19,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,14,0,0,0,0,0,0,0,0
2025-06-20,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,15,0,0,0,1,0,0,0,0
2025-06-21,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,16,0,0,0,1,0,0,0,0
2025-06-22,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,17,0,0,0,1,0,0,0,0
2025-06-23,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,18,0,0,0,1,0,0,0,0
2025-06-24,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,0,0,19,0,0,0,1,0,0,0,0
2025-06-25,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,0,0,0,0,1,0,0,0,0
2025-06-26,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,1,0,0,0,1,0,0,0,0
2025-06-27,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,2,0,0,0,1,0,0,0,0
2025-06-28,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,3,0,0,0,1,0,0,0,0
2025-06-29,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,4,0,0,0,1,0,0,0,0
2025-06-30,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,5,0,0,0,1,0,0,0,0
2025-07-01,101956,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,-4,0,0,0,1,0,0,0,0
2025-07-02,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,-3,0,0,0,1,0,0,0,0
2025-07-03,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,-2,0,0,0,1,0,0,0,0
2025-07-04,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,-1,0,0,0,1,0,0,0,0
2025-07-05,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,0,0,0,0,1,0,0,0,0
2025-07-06,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,1,0,0,0,1,0,0,0,0
2025-07-07,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,2,0,0,0,1,0,0,0,0
2025-07-08,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,3,0,0,0,1,0,0,0,0
2025-07-09,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,4,0,0,0,1,0,0,0,0
2025-07-10,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,5,0,0,0,1,0,0,0,0
2025-07-11,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,6,0,0,0,1,0,0,0,0
2025-07-12,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,7,0,0,0,1,0,0,0,0
2025-07-13,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,8,0,0,0,1,0,0,0,0
2025-07-14,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,9,0,0,0,1,0,0,0,0
2025-07-15,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,10,0,0,0,1,0,0,0,0
2025-07-16,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,11,0,0,0,1,0,0,0,0
2025-07-17,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,12,0,0,0,1,0,0,0,0
2025-07-18,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,13,0,0,0,1,0,0,0,0
2025-07-19,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,14,0,0,0,1,0,0,0,0
2025-07-20,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,15,0,0,0,1,0,0,0,0
2025-07-21,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,16,0,0,0,1,0,0,0,0
2025-07-22,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,17,0,0,0,1,0,0,0,0
2025-07-23,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,18,0,0,0,1,0,0,0,0
2025-07-24,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,19,0,0,0,1,0,0,0,0
2025-07-25,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,0,0,0,0,1,0,0,0,0
2025-07-26,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,1,0,0,0,1,0,0,0,0
2025-07-27,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,2,0,0,0,1,0,0,0,0
2025-07-28,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,3,0,0,0,1,0,0,0,0
2025-07-29,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,4,0,0,0,1,0,0,0,0
2025-07-30,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,5,0,0,0,1,0,0,0,0
2025-07-31,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,6,0,0,0,1,0,0,0,0
2025-08-01,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,-4,0,0,0,1,0,0,0,0
2025-08-02,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,-3,0,0,0,1,0,0,0,0
2025-08-03,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,-2,0,0,0,1,0,0,0,0
2025-08-04,101956,101956,0,0,0,1,0,0,0,0,0.0,,1,0,1,-1,0,0,0,1,0,0,0,0
2025-08-05,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,0,0,0,0,1,0,0,0,0
2025-08-06,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,1,0,0,0,1,0,0,0,0
2025-08-07,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,2,0,0,0,1,0,0,0,0
2025-08-08,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,3,0,0,0,1,0,0,0,0
2025-08-09,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,4,0,0,0,1,0,0,0,0
2025-08-10,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,5,0,0,0,1,0,0,0,0
2025-08-11,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,6,0,0,0,1,0,0,0,0
2025-08-12,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,7,0,0,0,1,0,0,0,0
2025-08-13,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,8,0,0,0,1,0,0,0,0
2025-08-14,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,9,0,0,0,1,0,0,0,0
2025-08-15,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,10,0,0,0,1,0,0,0,0
2025-08-16,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,11,0,0,0,1,0,0,0,0
2025-08-17,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,12,0,0,0,1,0,0,0,0
2025-08-18,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,13,0,0,0,1,0,0,0,0
2025-08-19,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,14,0,0,0,1,0,0,0,0
2025-08-20,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,15,0,0,0,1,0,0,0,0
2025-08-21,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,16,0,0,0,1,0,0,0,0
2025-08-22,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,17,0,0,0,1,0,0,0,0
2025-08-23,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,18,0,0,0,1,0,0,0,0
2025-08-24,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,0,19,0,0,0,1,0,0,0,0
2025-08-25,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,0,0,0,0,1,0,0,0,0
2025-08-26,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,1,0,0,0,1,0,0,0,0
2025-08-27,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,2,0,0,0,1,0,0,0,0
2025-08-28,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,3,0,0,0,1,0,0,0,0
2025-08-29,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,4,0,0,0,1,0,0,0,0
2025-08-30,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,5,0,0,0,1,0,0,0,0
2025-08-31,101956,101956,0,0,0,0,0,0,0,0,0.0,,1,0,1,6,0,0,0,1,0,0,0,0
2025-09-01,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,0,1,-4,0,0,0,0,0,0,0,0
2025-09-02,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,0,1,-3,0,0,0,0,0,0,0,0
2025-09-03,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,0,1,-2,0,0,0,0,0,0,0,0
2025-09-04,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,0,1,-1,0,0,0,0,0,0,0,0
2025-09-05,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0
2025-09-06,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
2025-09-07,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-09-08,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-09-09,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-09-10,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-09-11,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-09-12,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-09-13,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2025-09-14,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2025-09-15,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-09-16,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2025-09-17,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2025-09-18,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2025-09-19,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2025-09-20,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,0,0,0,0
2025-09-21,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,0,0,0,0
2025-09-22,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,0,0,0,0
2025-09-23,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,0,0,0,0
2025-09-24,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,0,0,0,0
2025-09-25,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-09-26,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,1,1,0,0,0,0,0,0,0,0
2025-09-27,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,1,2,0,0,0,0,0,0,0,0
2025-09-28,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,1,3,0,0,0,0,0,0,0,0
2025-09-29,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,1,4,0,0,0,0,0,0,0,0
2025-09-30,101956,101956,0,0,0,0,0,0,0,0,0.0,,0,1,1,5,0,0,0,0,0,0,0,0
2025-10-01,101923,101956,0,0,0,0,0,0,0,0,0.0,,0,1,1,-4,0,0,0,0,0,0,0,0
2025-10-02,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2025-10-03,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2025-10-04,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2025-10-05,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-10-06,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2025-10-07,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-10-08,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-10-09,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-10-10,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-10-11,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-10-12,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-10-13,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2025-10-14,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2025-10-15,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-10-16,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2025-10-17,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2025-10-18,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2025-10-19,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2025-10-20,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,0,0,0,0
2025-10-21,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,0,0,0,0
2025-10-22,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,0,0,0,0
2025-10-23,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,0,0,0,0
2025-10-24,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,0,0,0,0
2025-10-25,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-10-26,101923,101923,0,0,0,0,0,0,0,0,0.0,,1,1,1,1,0,0,0,0,0,0,0,0
2025-10-27,101923,101923,0,0,0,1,0,0,0,0,0.0,,1,1,1,2,0,0,0,0,0,0,0,0
2025-10-28,101923,101923,0,0,0,0,0,0,0,0,0.0,,1,1,1,3,0,0,0,0,0,0,0,0
2025-10-29,101923,101923,0,0,0,0,0,0,0,0,0.0,,1,1,1,4,0,0,0,0,0,0,0,0
2025-10-30,101923,101923,0,0,0,0,0,0,0,0,0.0,,1,1,1,5,0,0,0,0,0,0,0,0
2025-10-31,101923,101923,0,0,0,0,0,0,0,0,0.0,,1,1,1,6,0,0,0,0,0,0,0,0
2025-11-01,101923,101923,0,0,0,0,0,0,0,0,0.0,,1,1,1,-4,0,0,0,0,0,0,0,0
2025-11-02,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2025-11-03,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2025-11-04,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2025-11-05,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-11-06,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2025-11-07,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-11-08,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-11-09,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-11-10,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-11-11,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-11-12,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-11-13,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2025-11-14,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2025-11-15,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-11-16,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2025-11-17,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2025-11-18,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2025-11-19,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2025-11-20,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,1,0,0,0
2025-11-21,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,1,0,0,0
2025-11-22,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,1,0,0,0
2025-11-23,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,1,0,0,0
2025-11-24,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,1,0,0,0
2025-11-25,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,1,0,0,0
2025-11-26,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,1,0,0,0,0,1,0,0,0
2025-11-27,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,2,0,0,0,0,1,0,0,0
2025-11-28,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,3,0,0,0,0,1,0,0,0
2025-11-29,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,4,0,0,0,0,1,0,0,0
2025-11-30,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,5,0,0,0,0,1,0,0,0
2025-12-01,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-4,0,0,0,0,1,0,0,0
2025-12-02,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,1,0,0,0
2025-12-03,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,1,0,0,0
2025-12-04,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,1,0,0,0
2025-12-05,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,1,0,0,0
2025-12-06,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,1,0,0,0
2025-12-07,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,1,0,0,0
2025-12-08,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,1,0,0,0
2025-12-09,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,1,0,0,0
2025-12-10,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,1,0,0,0
2025-12-11,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,1,0,0,0
2025-12-12,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,1,0,0,0
2025-12-13,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,8,0,0,0,0,1,0,0,0
2025-12-14,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,9,0,0,0,0,1,0,0,0
2025-12-15,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,10,0,0,0,0,1,0,0,0
2025-12-16,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,11,0,0,0,0,1,0,0,0
2025-12-17,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,12,0,0,0,0,1,0,0,0
2025-12-18,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,13,0,0,0,0,1,0,0,0
2025-12-19,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,14,0,0,0,0,1,0,0,0
2025-12-20,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,15,0,0,0,0,1,0,0,0
2025-12-21,101923,101923,0,0,0,0,0,0,0,0,0.0,,0,0,0,16,0,0,0,0,1,0,0,0
