date,airport_arrivals,airport_arrivals_lag1
2017-11-13,81369,81369
2017-11-14,81369,81369
2017-11-15,81369,81369
2017-11-16,81369,81369
2017-11-17,81369,81369
2017-11-18,81369,81369
2017-11-19,81369,81369
2017-11-20,81369,81369
2017-11-21,81369,81369
2017-11-22,81369,81369
2017-11-23,81369,81369
2017-11-24,81369,81369
2017-11-25,81369,81369
2017-11-26,81369,81369
2017-11-27,81369,81369
2017-11-28,81369,81369
2017-11-29,81369,81369
2017-11-30,81369,81369
2017-12-01,81369,81369
2017-12-02,81369,81369
2017-12-03,81369,81369
2017-12-04,81369,81369
2017-12-05,81369,81369
2017-12-06,81369,81369
2017-12-07,81369,81369
2017-12-08,81369,81369
2017-12-09,81369,81369
2017-12-10,81369,81369
2017-12-11,81369,81369
2017-12-12,81369,81369
2017-12-13,81369,81369
2017-12-14,81369,81369
2017-12-15,81369,81369
2017-12-16,81369,81369
2017-12-17,81369,81369
2017-12-18,81369,81369
2017-12-19,81369,81369
2017-12-20,81369,81369
2017-12-21,81369,81369
2017-12-22,81369,81369
2017-12-23,81369,81369
2017-12-24,81369,81369
2017-12-25,81369,81369
2017-12-26,81369,81369
2017-12-27,81369,81369
2017-12-28,81369,81369
2017-12-29,81369,81369
2017-12-30,81369,81369
2017-12-31,81369,81369
2018-01-01,82444,81369
2018-01-02,82444,82444
2018-01-03,82444,82444
2018-01-04,82444,82444
2018-01-05,82444,82444
2018-01-06,82444,82444
2018-01-07,82444,82444
2018-01-08,82444,82444
2018-01-09,82444,82444
2018-01-10,82444,82444
2018-01-11,82444,82444
2018-01-12,82444,82444
2018-01-13,82444,82444
2018-01-14,82444,82444
2018-01-15,82444,82444
2018-01-16,82444,82444
2018-01-17,82444,82444
2018-01-18,82444,82444
2018-01-19,82444,82444
2018-01-20,82444,82444
2018-01-21,82444,82444
2018-01-22,82444,82444
2018-01-23,82444,82444
2018-01-24,82444,82444
2018-01-25,82444,82444
2018-01-26,82444,82444
2018-01-27,82444,82444
2018-01-28,82444,82444
2018-01-29,82444,82444
2018-01-30,82444,82444
2018-01-31,82444,82444
2018-02-01,82444,82444
2018-02-02,82444,82444
2018-02-03,82444,82444
2018-02-04,82444,82444
2018-02-05,82444,82444
2018-02-06,82444,82444
2018-02-07,82444,82444
2018-02-08,82444,82444
2018-02-09,82444,82444
2018-02-10,82444,82444
2018-02-11,82444,82444
2018-02-12,82444,82444
2018-02-13,82444,82444
2018-02-14,82444,82444
2018-02-15,82444,82444
2018-02-16,82444,82444
2018-02-17,82444,82444
2018-02-18,82444,82444
2018-02-19,82444,82444
2018-02-20,82444,82444
2018-02-21,82444,82444
2018-02-22,82444,82444
2018-02-23,82444,82444
2018-02-24,82444,82444
2018-02-25,82444,82444
2018-02-26,82444,82444
2018-02-27,82444,82444
2018-02-28,82444,82444
2018-03-01,82444,82444
2018-03-02,82444,82444
2018-03-03,82444,82444
2018-03-04,82444,82444
2018-03-05,82444,82444
2018-03-06,82444,82444
2018-03-07,82444,82444
2018-03-08,82444,82444
2018-03-09,82444,82444
2018-03-10,82444,82444
2018-03-11,82444,82444
2018-03-12,82444,82444
2018-03-13,82444,82444
2018-03-14,82444,82444
2018-03-15,82444,82444
2018-03-16,82444,82444
2018-03-17,82444,82444
2018-03-18,82444,82444
2018-03-19,82444,82444
2018-03-20,82444,82444
2018-03-21,82444,82444
2018-03-22,82444,82444
2018-03-23,82444,82444
2018-03-24,82444,82444
2018-03-25,82444,82444
2018-03-26,82444,82444
2018-03-27,82444,82444
2018-03-28,82444,82444
2018-03-29,82444,82444
2018-03-30,82444,82444
2018-03-31,82444,82444
2018-04-01,87846,82444
2018-04-02,87846,87846
2018-04-03,87846,87846
2018-04-04,87846,87846
2018-04-05,87846,87846
2018-04-06,87846,87846
2018-04-07,87846,87846
2018-04-08,87846,87846
2018-04-09,87846,87846
2018-04-10,87846,87846
2018-04-11,87846,87846
2018-04-12,87846,87846
2018-04-13,87846,87846
2018-04-14,87846,87846
2018-04-15,87846,87846
2018-04-16,87846,87846
2018-04-17,87846,87846
2018-04-18,87846,87846
2018-04-19,87846,87846
2018-04-20,87846,87846
2018-04-21,87846,87846
2018-04-22,87846,87846
2018-04-23,87846,87846
2018-04-24,87846,87846
2018-04-25,87846,87846
2018-04-26,87846,87846
2018-04-27,87846,87846
2018-04-28,87846,87846
2018-04-29,87846,87846
2018-04-30,87846,87846
2018-05-01,87846,87846
2018-05-02,87846,87846
2018-05-03,87846,87846
2018-05-04,87846,87846
2018-05-05,87846,87846
2018-05-06,87846,87846
2018-05-07,87846,87846
2018-05-08,87846,87846
2018-05-09,87846,87846
2018-05-10,87846,87846
2018-05-11,87846,87846
2018-05-12,87846,87846
2018-05-13,87846,87846
2018-05-14,87846,87846
2018-05-15,87846,87846
2018-05-16,87846,87846
2018-05-17,87846,87846
2018-05-18,87846,87846
2018-05-19,87846,87846
2018-05-20,87846,87846
2018-05-21,87846,87846
2018-05-22,87846,87846
2018-05-23,87846,87846
2018-05-24,87846,87846
2018-05-25,87846,87846
2018-05-26,87846,87846
2018-05-27,87846,87846
2018-05-28,87846,87846
2018-05-29,87846,87846
2018-05-30,87846,87846
2018-05-31,87846,87846
2018-06-01,87846,87846
2018-06-02,87846,87846
2018-06-03,87846,87846
2018-06-04,87846,87846
2018-06-05,87846,87846
2018-06-06,87846,87846
2018-06-07,87846,87846
2018-06-08,87846,87846
2018-06-09,87846,87846
2018-06-10,87846,87846
2018-06-11,87846,87846
2018-06-12,87846,87846
2018-06-13,87846,87846
2018-06-14,87846,87846
2018-06-15,87846,87846
2018-06-16,87846,87846
2018-06-17,87846,87846
2018-06-18,87846,87846
2018-06-19,87846,87846
2018-06-20,87846,87846
2018-06-21,87846,87846
2018-06-22,87846,87846
2018-06-23,87846,87846
2018-06-24,87846,87846
2018-06-25,87846,87846
2018-06-26,87846,87846
2018-06-27,87846,87846
2018-06-28,87846,87846
2018-06-29,87846,87846
2018-06-30,87846,87846
2018-07-01,85663,87846
2018-07-02,85663,85663
2018-07-03,85663,85663
2018-07-04,85663,85663
2018-07-05,85663,85663
2018-07-06,85663,85663
2018-07-07,85663,85663
2018-07-08,85663,85663
2018-07-09,85663,85663
2018-07-10,85663,85663
2018-07-11,85663,85663
2018-07-12,85663,85663
2018-07-13,85663,85663
2018-07-14,85663,85663
2018-07-15,85663,85663
2018-07-16,85663,85663
2018-07-17,85663,85663
2018-07-18,85663,85663
2018-07-19,85663,85663
2018-07-20,85663,85663
2018-07-21,85663,85663
2018-07-22,85663,85663
2018-07-23,85663,85663
2018-07-24,85663,85663
2018-07-25,85663,85663
2018-07-26,85663,85663
2018-07-27,85663,85663
2018-07-28,85663,85663
2018-07-29,85663,85663
2018-07-30,85663,85663
2018-07-31,85663,85663
2018-08-01,85663,85663
2018-08-02,85663,85663
2018-08-03,85663,85663
2018-08-04,85663,85663
2018-08-05,85663,85663
2018-08-06,85663,85663
2018-08-07,85663,85663
2018-08-08,85663,85663
2018-08-09,85663,85663
2018-08-10,85663,85663
2018-08-11,85663,85663
2018-08-12,85663,85663
2018-08-13,85663,85663
2018-08-14,85663,85663
2018-08-15,85663,85663
2018-08-16,85663,85663
2018-08-17,85663,85663
2018-08-18,85663,85663
2018-08-19,85663,85663
2018-08-20,85663,85663
2018-08-21,85663,85663
2018-08-22,85663,85663
2018-08-23,85663,85663
2018-08-24,85663,85663
2018-08-25,85663,85663
2018-08-26,85663,85663
2018-08-27,85663,85663
2018-08-28,85663,85663
2018-08-29,85663,85663
2018-08-30,85663,85663
2018-08-31,85663,85663
2018-09-01,85663,85663
2018-09-02,85663,85663
2018-09-03,85663,85663
2018-09-04,85663,85663
2018-09-05,85663,85663
2018-09-06,85663,85663
2018-09-07,85663,85663
2018-09-08,85663,85663
2018-09-09,85663,85663
2018-09-10,85663,85663
2018-09-11,85663,85663
2018-09-12,85663,85663
2018-09-13,85663,85663
2018-09-14,85663,85663
2018-09-15,85663,85663
2018-09-16,85663,85663
2018-09-17,85663,85663
2018-09-18,85663,85663
2018-09-19,85663,85663
2018-09-20,85663,85663
2018-09-21,85663,85663
2018-09-22,85663,85663
2018-09-23,85663,85663
2018-09-24,85663,85663
2018-09-25,85663,85663
2018-09-26,85663,85663
2018-09-27,85663,85663
2018-09-28,85663,85663
2018-09-29,85663,85663
2018-09-30,85663,85663
2018-10-01,86815,85663
2018-10-02,86815,86815
2018-10-03,86815,86815
2018-10-04,86815,86815
2018-10-05,86815,86815
2018-10-06,86815,86815
2018-10-07,86815,86815
2018-10-08,86815,86815
2018-10-09,86815,86815
2018-10-10,86815,86815
2018-10-11,86815,86815
2018-10-12,86815,86815
2018-10-13,86815,86815
2018-10-14,86815,86815
2018-10-15,86815,86815
2018-10-16,86815,86815
2018-10-17,86815,86815
2018-10-18,86815,86815
2018-10-19,86815,86815
2018-10-20,86815,86815
2018-10-21,86815,86815
2018-10-22,86815,86815
2018-10-23,86815,86815
2018-10-24,86815,86815
2018-10-25,86815,86815
2018-10-26,86815,86815
2018-10-27,86815,86815
2018-10-28,86815,86815
2018-10-29,86815,86815
2018-10-30,86815,86815
2018-10-31,86815,86815
2018-11-01,86815,86815
2018-11-02,86815,86815
2018-11-03,86815,86815
2018-11-04,86815,86815
2018-11-05,86815,86815
2018-11-06,86815,86815
2018-11-07,86815,86815
2018-11-08,86815,86815
2018-11-09,86815,86815
2018-11-10,86815,86815
2018-11-11,86815,86815
2018-11-12,86815,86815
2018-11-13,86815,86815
2018-11-14,86815,86815
2018-11-15,86815,86815
2018-11-16,86815,86815
2018-11-17,86815,86815
2018-11-18,86815,86815
2018-11-19,86815,86815
2018-11-20,86815,86815
2018-11-21,86815,86815
2018-11-22,86815,86815
2018-11-23,86815,86815
2018-11-24,86815,86815
2018-11-25,86815,86815
2018-11-26,86815,86815
2018-11-27,86815,86815
2018-11-28,86815,86815
2018-11-29,86815,86815
2018-11-30,86815,86815
2018-12-01,86815,86815
2018-12-02,86815,86815
2018-12-03,86815,86815
2018-12-04,86815,86815
2018-12-05,86815,86815
2018-12-06,86815,86815
2018-12-07,86815,86815
2018-12-08,86815,86815
2018-12-09,86815,86815
2018-12-10,86815,86815
2018-12-11,86815,86815
2018-12-12,86815,86815
2018-12-13,86815,86815
2018-12-14,86815,86815
2018-12-15,86815,86815
2018-12-16,86815,86815
2018-12-17,86815,86815
2018-12-18,86815,86815
2018-12-19,86815,86815
2018-12-20,86815,86815
2018-12-21,86815,86815
2018-12-22,86815,86815
2018-12-23,86815,86815
2018-12-24,86815,86815
2018-12-25,86815,86815
2018-12-26,86815,86815
2018-12-27,86815,86815
2018-12-28,86815,86815
2018-12-29,86815,86815
2018-12-30,86815,86815
2018-12-31,86815,86815
2019-01-01,85055,86815
2019-01-02,85055,85055
2019-01-03,85055,85055
2019-01-04,85055,85055
2019-01-05,85055,85055
2019-01-06,85055,85055
2019-01-07,85055,85055
2019-01-08,85055,85055
2019-01-09,85055,85055
2019-01-10,85055,85055
2019-01-11,85055,85055
2019-01-12,85055,85055
2019-01-13,85055,85055
2019-01-14,85055,85055
2019-01-15,85055,85055
2019-01-16,85055,85055
2019-01-17,85055,85055
2019-01-18,85055,85055
2019-01-19,85055,85055
2019-01-20,85055,85055
2019-01-21,85055,85055
2019-01-22,85055,85055
2019-01-23,85055,85055
2019-01-24,85055,85055
2019-01-25,85055,85055
2019-01-26,85055,85055
2019-01-27,85055,85055
2019-01-28,85055,85055
2019-01-29,85055,85055
2019-01-30,85055,85055
2019-01-31,85055,85055
2019-02-01,85055,85055
2019-02-02,85055,85055
2019-02-03,85055,85055
2019-02-04,85055,85055
2019-02-05,85055,85055
2019-02-06,85055,85055
2019-02-07,85055,85055
2019-02-08,85055,85055
2019-02-09,85055,85055
2019-02-10,85055,85055
2019-02-11,85055,85055
2019-02-12,85055,85055
2019-02-13,85055,85055
2019-02-14,85055,85055
2019-02-15,85055,85055
2019-02-16,85055,85055
2019-02-17,85055,85055
2019-02-18,85055,85055
2019-02-19,85055,85055
2019-02-20,85055,85055
2019-02-21,85055,85055
2019-02-22,85055,85055
2019-02-23,85055,85055
2019-02-24,85055,85055
2019-02-25,85055,85055
2019-02-26,85055,85055
2019-02-27,85055,85055
2019-02-28,85055,85055
2019-03-01,85055,85055
2019-03-02,85055,85055
2019-03-03,85055,85055
2019-03-04,85055,85055
2019-03-05,85055,85055
2019-03-06,85055,85055
2019-03-07,85055,85055
2019-03-08,85055,85055
2019-03-09,85055,85055
2019-03-10,85055,85055
2019-03-11,85055,85055
2019-03-12,85055,85055
2019-03-13,85055,85055
2019-03-14,85055,85055
2019-03-15,85055,85055
2019-03-16,85055,85055
2019-03-17,85055,85055
2019-03-18,85055,85055
2019-03-19,85055,85055
2019-03-20,85055,85055
2019-03-21,85055,85055
2019-03-22,85055,85055
2019-03-23,85055,85055
2019-03-24,85055,85055
2019-03-25,85055,85055
2019-03-26,85055,85055
2019-03-27,85055,85055
2019-03-28,85055,85055
2019-03-29,85055,85055
2019-03-30,85055,85055
2019-03-31,85055,85055
2019-04-01,93120,85055
2019-04-02,93120,93120
2019-04-03,93120,93120
2019-04-04,93120,93120
2019-04-05,93120,93120
2019-04-06,93120,93120
2019-04-07,93120,93120
2019-04-08,93120,93120
2019-04-09,93120,93120
2019-04-10,93120,93120
2019-04-11,93120,93120
2019-04-12,93120,93120
2019-04-13,93120,93120
2019-04-14,93120,93120
2019-04-15,93120,93120
2019-04-16,93120,93120
2019-04-17,93120,93120
2019-04-18,93120,93120
2019-04-19,93120,93120
2019-04-20,93120,93120
2019-04-21,93120,93120
2019-04-22,93120,93120
2019-04-23,93120,93120
2019-04-24,93120,93120
2019-04-25,93120,93120
2019-04-26,93120,93120
2019-04-27,93120,93120
2019-04-28,93120,93120
2019-04-29,93120,93120
2019-04-30,93120,93120
2019-05-01,93120,93120
2019-05-02,93120,93120
2019-05-03,93120,93120
2019-05-04,93120,93120
2019-05-05,93120,93120
2019-05-06,93120,93120
2019-05-07,93120,93120
2019-05-08,93120,93120
2019-05-09,93120,93120
2019-05-10,93120,93120
2019-05-11,93120,93120
2019-05-12,93120,93120
2019-05-13,93120,93120
2019-05-14,93120,93120
2019-05-15,93120,93120
2019-05-16,93120,93120
2019-05-17,93120,93120
2019-05-18,93120,93120
2019-05-19,93120,93120
2019-05-20,93120,93120
2019-05-21,93120,93120
2019-05-22,93120,93120
2019-05-23,93120,93120
2019-05-24,93120,93120
2019-05-25,93120,93120
2019-05-26,93120,93120
2019-05-27,93120,93120
2019-05-28,93120,93120
2019-05-29,93120,93120
2019-05-30,93120,93120
2019-05-31,93120,93120
2019-06-01,93120,93120
2019-06-02,93120,93120
2019-06-03,93120,93120
2019-06-04,93120,93120
2019-06-05,93120,93120
2019-06-06,93120,93120
2019-06-07,93120,93120
2019-06-08,93120,93120
2019-06-09,93120,93120
2019-06-10,93120,93120
2019-06-11,93120,93120
2019-06-12,93120,93120
2019-06-13,93120,93120
2019-06-14,93120,93120
2019-06-15,93120,93120
2019-06-16,93120,93120
2019-06-17,93120,93120
2019-06-18,93120,93120
2019-06-19,93120,93120
2019-06-20,93120,93120
2019-06-21,93120,93120
2019-06-22,93120,93120
2019-06-23,93120,93120
2019-06-24,93120,93120
2019-06-25,93120,93120
2019-06-26,93120,93120
2019-06-27,93120,93120
2019-06-28,93120,93120
2019-06-29,93120,93120
2019-06-30,93120,93120
2019-07-01,89336,93120
2019-07-02,89336,89336
2019-07-03,89336,89336
2019-07-04,89336,89336
2019-07-05,89336,89336
2019-07-06,89336,89336
2019-07-07,89336,89336
2019-07-08,89336,89336
2019-07-09,89336,89336
2019-07-10,89336,89336
2019-07-11,89336,89336
2019-07-12,89336,89336
2019-07-13,89336,89336
2019-07-14,89336,89336
2019-07-15,89336,89336
2019-07-16,89336,89336
2019-07-17,89336,89336
2019-07-18,89336,89336
2019-07-19,89336,89336
2019-07-20,89336,89336
2019-07-21,89336,89336
2019-07-22,89336,89336
2019-07-23,89336,89336
2019-07-24,89336,89336
2019-07-25,89336,89336
2019-07-26,89336,89336
2019-07-27,89336,89336
2019-07-28,89336,89336
2019-07-29,89336,89336
2019-07-30,89336,89336
2019-07-31,89336,89336
2019-08-01,89336,89336
2019-08-02,89336,89336
2019-08-03,89336,89336
2019-08-04,89336,89336
2019-08-05,89336,89336
2019-08-06,89336,89336
2019-08-07,89336,89336
2019-08-08,89336,89336
2019-08-09,89336,89336
2019-08-10,89336,89336
2019-08-11,89336,89336
2019-08-12,89336,89336
2019-08-13,89336,89336
2019-08-14,89336,89336
2019-08-15,89336,89336
2019-08-16,89336,89336
2019-08-17,89336,89336
2019-08-18,89336,89336
2019-08-19,89336,89336
2019-08-20,89336,89336
2019-08-21,89336,89336
2019-08-22,89336,89336
2019-08-23,89336,89336
2019-08-24,89336,89336
2019-08-25,89336,89336
2019-08-26,89336,89336
2019-08-27,89336,89336
2019-08-28,89336,89336
2019-08-29,89336,89336
2019-08-30,89336,89336
2019-08-31,89336,89336
2019-09-01,89336,89336
2019-09-02,89336,89336
2019-09-03,89336,89336
2019-09-04,89336,89336
2019-09-05,89336,89336
2019-09-06,89336,89336
2019-09-07,89336,89336
2019-09-08,89336,89336
2019-09-09,89336,89336
2019-09-10,89336,89336
2019-09-11,89336,89336
2019-09-12,89336,89336
2019-09-13,89336,89336
2019-09-14,89336,89336
2019-09-15,89336,89336
2019-09-16,89336,89336
2019-09-17,89336,89336
2019-09-18,89336,89336
2019-09-19,89336,89336
2019-09-20,89336,89336
2019-09-21,89336,89336
2019-09-22,89336,89336
2019-09-23,89336,89336
2019-09-24,89336,89336
2019-09-25,89336,89336
2019-09-26,89336,89336
2019-09-27,89336,89336
2019-09-28,89336,89336
2019-09-29,89336,89336
2019-09-30,89336,89336
2019-10-01,77250,89336
2019-10-02,77250,77250
2019-10-03,77250,77250
2019-10-04,77250,77250
2019-10-05,77250,77250
2019-10-06,77250,77250
2019-10-07,77250,77250
2019-10-08,77250,77250
2019-10-09,77250,77250
2019-10-10,77250,77250
2019-10-11,77250,77250
2019-10-12,77250,77250
2019-10-13,77250,77250
2019-10-14,77250,77250
2019-10-15,77250,77250
2019-10-16,77250,77250
2019-10-17,77250,77250
2019-10-18,77250,77250
2019-10-19,77250,77250
2019-10-20,77250,77250
2019-10-21,77250,77250
2019-10-22,77250,77250
2019-10-23,77250,77250
2019-10-24,77250,77250
2019-10-25,77250,77250
2019-10-26,77250,77250
2019-10-27,77250,77250
2019-10-28,77250,77250
2019-10-29,77250,77250
2019-10-30,77250,77250
2019-10-31,77250,77250
2019-11-01,77250,77250
2019-11-02,77250,77250
2019-11-03,77250,77250
2019-11-04,77250,77250
2019-11-05,77250,77250
2019-11-06,77250,77250
2019-11-07,77250,77250
2019-11-08,77250,77250
2019-11-09,77250,77250
2019-11-10,77250,77250
2019-11-11,77250,77250
2019-11-12,77250,77250
2019-11-13,77250,77250
2019-11-14,77250,77250
2019-11-15,77250,77250
2019-11-16,77250,77250
2019-11-17,77250,77250
2019-11-18,77250,77250
2019-11-19,77250,77250
2019-11-20,77250,77250
2019-11-21,77250,77250
2019-11-22,77250,77250
2019-11-23,77250,77250
2019-11-24,77250,77250
2019-11-25,77250,77250
2019-11-26,77250,77250
2019-11-27,77250,77250
2019-11-28,77250,77250
2019-11-29,77250,77250
2019-11-30,77250,77250
2019-12-01,77250,77250
2019-12-02,77250,77250
2019-12-03,77250,77250
2019-12-04,77250,77250
2019-12-05,77250,77250
2019-12-06,77250,77250
2019-12-07,77250,77250
2019-12-08,77250,77250
2019-12-09,77250,77250
2019-12-10,77250,77250
2019-12-11,77250,77250
2019-12-12,77250,77250
2019-12-13,77250,77250
2019-12-14,77250,77250
2019-12-15,77250,77250
2019-12-16,77250,77250
2019-12-17,77250,77250
2019-12-18,77250,77250
2019-12-19,77250,77250
2019-12-20,77250,77250
2019-12-21,77250,77250
2019-12-22,77250,77250
2019-12-23,77250,77250
2019-12-24,77250,77250
2019-12-25,77250,77250
2019-12-26,77250,77250
2019-12-27,77250,77250
2019-12-28,77250,77250
2019-12-29,77250,77250
2019-12-30,77250,77250
2019-12-31,77250,77250
2020-01-01,66967,77250
2020-01-02,66967,66967
2020-01-03,66967,66967
2020-01-04,66967,66967
2020-01-05,66967,66967
2020-01-06,66967,66967
2020-01-07,66967,66967
2020-01-08,66967,66967
2020-01-09,66967,66967
2020-01-10,66967,66967
2020-01-11,66967,66967
2020-01-12,66967,66967
2020-01-13,66967,66967
2020-01-14,66967,66967
2020-01-15,66967,66967
2020-01-16,66967,66967
2020-01-17,66967,66967
2020-01-18,66967,66967
2020-01-19,66967,66967
2020-01-20,66967,66967
2020-01-21,66967,66967
2020-01-22,66967,66967
2020-01-23,66967,66967
2020-01-24,66967,66967
2020-01-25,66967,66967
2020-01-26,66967,66967
2020-01-27,66967,66967
2020-01-28,66967,66967
2020-01-29,66967,66967
2020-01-30,66967,66967
2020-01-31,66967,66967
2020-02-01,66967,66967
2020-02-02,66967,66967
2020-02-03,66967,66967
2020-02-04,66967,66967
2020-02-05,66967,66967
2020-02-06,66967,66967
2020-02-07,66967,66967
2020-02-08,66967,66967
2020-02-09,66967,66967
2020-02-10,66967,66967
2020-02-11,66967,66967
2020-02-12,66967,66967
2020-02-13,66967,66967
2020-02-14,66967,66967
2020-02-15,66967,66967
2020-02-16,66967,66967
2020-02-17,66967,66967
2020-02-18,66967,66967
2020-02-19,66967,66967
2020-02-20,66967,66967
2020-02-21,66967,66967
2020-02-22,66967,66967
2020-02-23,66967,66967
2020-02-24,66967,66967
2020-02-25,66967,66967
2020-02-26,66967,66967
2020-02-27,66967,66967
2020-02-28,66967,66967
2020-02-29,66967,66967
2020-03-01,66967,66967
2020-03-02,66967,66967
2020-03-03,66967,66967
2020-03-04,66967,66967
2020-03-05,66967,66967
2020-03-06,66967,66967
2020-03-07,66967,66967
2020-03-08,66967,66967
2020-03-09,66967,66967
2020-03-10,66967,66967
2020-03-11,66967,66967
2020-03-12,66967,66967
2020-03-13,66967,66967
2020-03-14,66967,66967
2020-03-15,66967,66967
2020-03-16,66967,66967
2020-03-17,66967,66967
2020-03-18,66967,66967
2020-03-19,66967,66967
2020-03-20,66967,66967
2020-03-21,66967,66967
2020-03-22,66967,66967
2020-03-23,66967,66967
2020-03-24,66967,66967
2020-03-25,66967,66967
2020-03-26,66967,66967
2020-03-27,66967,66967
2020-03-28,66967,66967
2020-03-29,66967,66967
2020-03-30,66967,66967
2020-03-31,66967,66967
2020-04-01,12769,66967
2020-04-02,12769,12769
2020-04-03,12769,12769
2020-04-04,12769,12769
2020-04-05,12769,12769
2020-04-06,12769,12769
2020-04-07,12769,12769
2020-04-08,12769,12769
2020-04-09,12769,12769
2020-04-10,12769,12769
2020-04-11,12769,12769
2020-04-12,12769,12769
2020-04-13,12769,12769
2020-04-14,12769,12769
2020-04-15,12769,12769
2020-04-16,12769,12769
2020-04-17,12769,12769
2020-04-18,12769,12769
2020-04-19,12769,12769
2020-04-20,12769,12769
2020-04-21,12769,12769
2020-04-22,12769,12769
2020-04-23,12769,12769
2020-04-24,12769,12769
2020-04-25,12769,12769
2020-04-26,12769,12769
2020-04-27,12769,12769
2020-04-28,12769,12769
2020-04-29,12769,12769
2020-04-30,12769,12769
2020-05-01,12769,12769
2020-05-02,12769,12769
2020-05-03,12769,12769
2020-05-04,12769,12769
2020-05-05,12769,12769
2020-05-06,12769,12769
2020-05-07,12769,12769
2020-05-08,12769,12769
2020-05-09,12769,12769
2020-05-10,12769,12769
2020-05-11,12769,12769
2020-05-12,12769,12769
2020-05-13,12769,12769
2020-05-14,12769,12769
2020-05-15,12769,12769
2020-05-16,12769,12769
2020-05-17,12769,12769
2020-05-18,12769,12769
2020-05-19,12769,12769
2020-05-20,12769,12769
2020-05-21,12769,12769
2020-05-22,12769,12769
2020-05-23,12769,12769
2020-05-24,12769,12769
2020-05-25,12769,12769
2020-05-26,12769,12769
2020-05-27,12769,12769
2020-05-28,12769,12769
2020-05-29,12769,12769
2020-05-30,12769,12769
2020-05-31,12769,12769
2020-06-01,12769,12769
2020-06-02,12769,12769
2020-06-03,12769,12769
2020-06-04,12769,12769
2020-06-05,12769,12769
2020-06-06,12769,12769
2020-06-07,12769,12769
2020-06-08,12769,12769
2020-06-09,12769,12769
2020-06-10,12769,12769
2020-06-11,12769,12769
2020-06-12,12769,12769
2020-06-13,12769,12769
2020-06-14,12769,12769
2020-06-15,12769,12769
2020-06-16,12769,12769
2020-06-17,12769,12769
2020-06-18,12769,12769
2020-06-19,12769,12769
2020-06-20,12769,12769
2020-06-21,12769,12769
2020-06-22,12769,12769
2020-06-23,12769,12769
2020-06-24,12769,12769
2020-06-25,12769,12769
2020-06-26,12769,12769
2020-06-27,12769,12769
2020-06-28,12769,12769
2020-06-29,12769,12769
2020-06-30,12769,12769
2020-07-01,5336,12769
2020-07-02,5336,5336
2020-07-03,5336,5336
2020-07-04,5336,5336
2020-07-05,5336,5336
2020-07-06,5336,5336
2020-07-07,5336,5336
2020-07-08,5336,5336
2020-07-09,5336,5336
2020-07-10,5336,5336
2020-07-11,5336,5336
2020-07-12,5336,5336
2020-07-13,5336,5336
2020-07-14,5336,5336
2020-07-15,5336,5336
2020-07-16,5336,5336
2020-07-17,5336,5336
2020-07-18,5336,5336
2020-07-19,5336,5336
2020-07-20,5336,5336
2020-07-21,5336,5336
2020-07-22,5336,5336
2020-07-23,5336,5336
2020-07-24,5336,5336
2020-07-25,5336,5336
2020-07-26,5336,5336
2020-07-27,5336,5336
2020-07-28,5336,5336
2020-07-29,5336,5336
2020-07-30,5336,5336
2020-07-31,5336,5336
2020-08-01,5336,5336
2020-08-02,5336,5336
2020-08-03,5336,5336
2020-08-04,5336,5336
2020-08-05,5336,5336
2020-08-06,5336,5336
2020-08-07,5336,5336
2020-08-08,5336,5336
2020-08-09,5336,5336
2020-08-10,5336,5336
2020-08-11,5336,5336
2020-08-12,5336,5336
2020-08-13,5336,5336
2020-08-14,5336,5336
2020-08-15,5336,5336
2020-08-16,5336,5336
2020-08-17,5336,5336
2020-08-18,5336,5336
2020-08-19,5336,5336
2020-08-20,5336,5336
2020-08-21,5336,5336
2020-08-22,5336,5336
2020-08-23,5336,5336
2020-08-24,5336,5336
2020-08-25,5336,5336
2020-08-26,5336,5336
2020-08-27,5336,5336
2020-08-28,5336,5336
2020-08-29,5336,5336
2020-08-30,5336,5336
2020-08-31,5336,5336
2020-09-01,5336,5336
2020-09-02,5336,5336
2020-09-03,5336,5336
2020-09-04,5336,5336
2020-09-05,5336,5336
2020-09-06,5336,5336
2020-09-07,5336,5336
2020-09-08,5336,5336
2020-09-09,5336,5336
2020-09-10,5336,5336
2020-09-11,5336,5336
2020-09-12,5336,5336
2020-09-13,5336,5336
2020-09-14,5336,5336
2020-09-15,5336,5336
2020-09-16,5336,5336
2020-09-17,5336,5336
2020-09-18,5336,5336
2020-09-19,5336,5336
2020-09-20,5336,5336
2020-09-21,5336,5336
2020-09-22,5336,5336
2020-09-23,5336,5336
2020-09-24,5336,5336
2020-09-25,5336,5336
2020-09-26,5336,5336
2020-09-27,5336,5336
2020-09-28,5336,5336
2020-09-29,5336,5336
2020-09-30,5336,5336
2020-10-01,3130,5336
2020-10-02,3130,3130
2020-10-03,3130,3130
2020-10-04,3130,3130
2020-10-05,3130,3130
2020-10-06,3130,3130
2020-10-07,3130,3130
2020-10-08,3130,3130
2020-10-09,3130,3130
2020-10-10,3130,3130
2020-10-11,3130,3130
2020-10-12,3130,3130
2020-10-13,3130,3130
2020-10-14,3130,3130
2020-10-15,3130,3130
2020-10-16,3130,3130
2020-10-17,3130,3130
2020-10-18,3130,3130
2020-10-19,3130,3130
2020-10-20,3130,3130
2020-10-21,3130,3130
2020-10-22,3130,3130
