date,airport_arrivals,airport_arrivals_lag1
2014-12-04,61641,61641
2014-12-05,61641,61641
2014-12-06,61641,61641
2014-12-07,61641,61641
2014-12-08,61641,61641
2014-12-09,61641,61641
2014-12-10,61641,61641
2014-12-11,61641,61641
2014-12-12,61641,61641
2014-12-13,61641,61641
2014-12-14,61641,61641
2014-12-15,61641,61641
2014-12-16,61641,61641
2014-12-17,61641,61641
2014-12-18,61641,61641
2014-12-19,61641,61641
2014-12-20,61641,61641
2014-12-21,61641,61641
2014-12-22,61641,61641
2014-12-23,61641,61641
2014-12-24,61641,61641
2014-12-25,61641,61641
2014-12-26,61641,61641
2014-12-27,61641,61641
2014-12-28,61641,61641
2014-12-29,61641,61641
2014-12-30,61641,61641
2014-12-31,61641,61641
2015-01-01,66000,61641
2015-01-02,66000,66000
2015-01-03,66000,66000
2015-01-04,66000,66000
2015-01-05,66000,66000
2015-01-06,66000,66000
2015-01-07,66000,66000
2015-01-08,66000,66000
2015-01-09,66000,66000
2015-01-10,66000,66000
2015-01-11,66000,66000
2015-01-12,66000,66000
2015-01-13,66000,66000
2015-01-14,66000,66000
2015-01-15,66000,66000
2015-01-16,66000,66000
2015-01-17,66000,66000
2015-01-18,66000,66000
2015-01-19,66000,66000
2015-01-20,66000,66000
2015-01-21,66000,66000
2015-01-22,66000,66000
2015-01-23,66000,66000
2015-01-24,66000,66000
2015-01-25,66000,66000
2015-01-26,66000,66000
2015-01-27,66000,66000
2015-01-28,66000,66000
2015-01-29,66000,66000
2015-01-30,66000,66000
2015-01-31,66000,66000
2015-02-01,66000,66000
2015-02-02,66000,66000
2015-02-03,66000,66000
2015-02-04,66000,66000
2015-02-05,66000,66000
2015-02-06,66000,66000
2015-02-07,66000,66000
2015-02-08,66000,66000
2015-02-09,66000,66000
2015-02-10,66000,66000
2015-02-11,66000,66000
2015-02-12,66000,66000
2015-02-13,66000,66000
2015-02-14,66000,66000
2015-02-15,66000,66000
2015-02-16,66000,66000
2015-02-17,66000,66000
2015-02-18,66000,66000
2015-02-19,66000,66000
2015-02-20,66000,66000
2015-02-21,66000,66000
2015-02-22,66000,66000
2015-02-23,66000,66000
2015-02-24,66000,66000
2015-02-25,66000,66000
2015-02-26,66000,66000
2015-02-27,66000,66000
2015-02-28,66000,66000
2015-03-01,66000,66000
2015-03-02,66000,66000
2015-03-03,66000,66000
2015-03-04,66000,66000
2015-03-05,66000,66000
2015-03-06,66000,66000
2015-03-07,66000,66000
2015-03-08,66000,66000
2015-03-09,66000,66000
2015-03-10,66000,66000
2015-03-11,66000,66000
2015-03-12,66000,66000
2015-03-13,66000,66000
2015-03-14,66000,66000
2015-03-15,66000,66000
2015-03-16,66000,66000
2015-03-17,66000,66000
2015-03-18,66000,66000
2015-03-19,66000,66000
2015-03-20,66000,66000
2015-03-21,66000,66000
2015-03-22,66000,66000
2015-03-23,66000,66000
2015-03-24,66000,66000
2015-03-25,66000,66000
2015-03-26,66000,66000
2015-03-27,66000,66000
2015-03-28,66000,66000
2015-03-29,66000,66000
2015-03-30,66000,66000
2015-03-31,66000,66000
2015-04-01,67780,66000
2015-04-02,67780,67780
2015-04-03,67780,67780
2015-04-04,67780,67780
2015-04-05,67780,67780
2015-04-06,67780,67780
2015-04-07,67780,67780
2015-04-08,67780,67780
2015-04-09,67780,67780
2015-04-10,67780,67780
2015-04-11,67780,67780
2015-04-12,67780,67780
2015-04-13,67780,67780
2015-04-14,67780,67780
2015-04-15,67780,67780
2015-04-16,67780,67780
2015-04-17,67780,67780
2015-04-18,67780,67780
2015-04-19,67780,67780
2015-04-20,67780,67780
2015-04-21,67780,67780
2015-04-22,67780,67780
2015-04-23,67780,67780
2015-04-24,67780,67780
2015-04-25,67780,67780
2015-04-26,67780,67780
2015-04-27,67780,67780
2015-04-28,67780,67780
2015-04-29,67780,67780
2015-04-30,67780,67780
2015-05-01,67780,67780
2015-05-02,67780,67780
2015-05-03,67780,67780
2015-05-04,67780,67780
2015-05-05,67780,67780
2015-05-06,67780,67780
2015-05-07,67780,67780
2015-05-08,67780,67780
2015-05-09,67780,67780
2015-05-10,67780,67780
2015-05-11,67780,67780
2015-05-12,67780,67780
2015-05-13,67780,67780
2015-05-14,67780,67780
2015-05-15,67780,67780
2015-05-16,67780,67780
2015-05-17,67780,67780
2015-05-18,67780,67780
2015-05-19,67780,67780
2015-05-20,67780,67780
2015-05-21,67780,67780
2015-05-22,67780,67780
2015-05-23,67780,67780
2015-05-24,67780,67780
2015-05-25,67780,67780
2015-05-26,67780,67780
2015-05-27,67780,67780
2015-05-28,67780,67780
2015-05-29,67780,67780
2015-05-30,67780,67780
2015-05-31,67780,67780
2015-06-01,67780,67780
2015-06-02,67780,67780
2015-06-03,67780,67780
2015-06-04,67780,67780
2015-06-05,67780,67780
2015-06-06,67780,67780
2015-06-07,67780,67780
2015-06-08,67780,67780
2015-06-09,67780,67780
2015-06-10,67780,67780
2015-06-11,67780,67780
2015-06-12,67780,67780
2015-06-13,67780,67780
2015-06-14,67780,67780
2015-06-15,67780,67780
2015-06-16,67780,67780
2015-06-17,67780,67780
2015-06-18,67780,67780
2015-06-19,67780,67780
2015-06-20,67780,67780
2015-06-21,67780,67780
2015-06-22,67780,67780
2015-06-23,67780,67780
2015-06-24,67780,67780
2015-06-25,67780,67780
2015-06-26,67780,67780
2015-06-27,67780,67780
2015-06-28,67780,67780
2015-06-29,67780,67780
2015-06-30,67780,67780
2015-07-01,68858,67780
2015-07-02,68858,68858
2015-07-03,68858,68858
2015-07-04,68858,68858
2015-07-05,68858,68858
2015-07-06,68858,68858
2015-07-07,68858,68858
2015-07-08,68858,68858
2015-07-09,68858,68858
2015-07-10,68858,68858
2015-07-11,68858,68858
2015-07-12,68858,68858
2015-07-13,68858,68858
2015-07-14,68858,68858
2015-07-15,68858,68858
2015-07-16,68858,68858
2015-07-17,68858,68858
2015-07-18,68858,68858
2015-07-19,68858,68858
2015-07-20,68858,68858
2015-07-21,68858,68858
2015-07-22,68858,68858
2015-07-23,68858,68858
2015-07-24,68858,68858
2015-07-25,68858,68858
2015-07-26,68858,68858
2015-07-27,68858,68858
2015-07-28,68858,68858
2015-07-29,68858,68858
2015-07-30,68858,68858
2015-07-31,68858,68858
2015-08-01,68858,68858
2015-08-02,68858,68858
2015-08-03,68858,68858
2015-08-04,68858,68858
2015-08-05,68858,68858
2015-08-06,68858,68858
2015-08-07,68858,68858
2015-08-08,68858,68858
2015-08-09,68858,68858
2015-08-10,68858,68858
2015-08-11,68858,68858
2015-08-12,68858,68858
2015-08-13,68858,68858
2015-08-14,68858,68858
2015-08-15,68858,68858
2015-08-16,68858,68858
2015-08-17,68858,68858
2015-08-18,68858,68858
2015-08-19,68858,68858
2015-08-20,68858,68858
2015-08-21,68858,68858
2015-08-22,68858,68858
2015-08-23,68858,68858
2015-08-24,68858,68858
2015-08-25,68858,68858
2015-08-26,68858,68858
2015-08-27,68858,68858
2015-08-28,68858,68858
2015-08-29,68858,68858
2015-08-30,68858,68858
2015-08-31,68858,68858
2015-09-01,68858,68858
2015-09-02,68858,68858
2015-09-03,68858,68858
2015-09-04,68858,68858
2015-09-05,68858,68858
2015-09-06,68858,68858
2015-09-07,68858,68858
2015-09-08,68858,68858
2015-09-09,68858,68858
2015-09-10,68858,68858
2015-09-11,68858,68858
2015-09-12,68858,68858
2015-09-13,68858,68858
2015-09-14,68858,68858
2015-09-15,68858,68858
2015-09-16,68858,68858
2015-09-17,68858,68858
2015-09-18,68858,68858
2015-09-19,68858,68858
2015-09-20,68858,68858
2015-09-21,68858,68858
2015-09-22,68858,68858
2015-09-23,68858,68858
2015-09-24,68858,68858
2015-09-25,68858,68858
2015-09-26,68858,68858
2015-09-27,68858,68858
2015-09-28,68858,68858
2015-09-29,68858,68858
2015-09-30,68858,68858
2015-10-01,70467,68858
2015-10-02,70467,70467
2015-10-03,70467,70467
2015-10-04,70467,70467
2015-10-05,70467,70467
2015-10-06,70467,70467
2015-10-07,70467,70467
2015-10-08,70467,70467
2015-10-09,70467,70467
2015-10-10,70467,70467
2015-10-11,70467,70467
2015-10-12,70467,70467
2015-10-13,70467,70467
2015-10-14,70467,70467
2015-10-15,70467,70467
2015-10-16,70467,70467
2015-10-17,70467,70467
2015-10-18,70467,70467
2015-10-19,70467,70467
2015-10-20,70467,70467
2015-10-21,70467,70467
2015-10-22,70467,70467
2015-10-23,70467,70467
2015-10-24,70467,70467
2015-10-25,70467,70467
2015-10-26,70467,70467
2015-10-27,70467,70467
2015-10-28,70467,70467
2015-10-29,70467,70467
2015-10-30,70467,70467
2015-10-31,70467,70467
2015-11-01,70467,70467
2015-11-02,70467,70467
2015-11-03,70467,70467
2015-11-04,70467,70467
2015-11-05,70467,70467
2015-11-06,70467,70467
2015-11-07,70467,70467
2015-11-08,70467,70467
2015-11-09,70467,70467
2015-11-10,70467,70467
2015-11-11,70467,70467
2015-11-12,70467,70467
2015-11-13,70467,70467
2015-11-14,70467,70467
2015-11-15,70467,70467
2015-11-16,70467,70467
2015-11-17,70467,70467
2015-11-18,70467,70467
2015-11-19,70467,70467
2015-11-20,70467,70467
2015-11-21,70467,70467
2015-11-22,70467,70467
2015-11-23,70467,70467
2015-11-24,70467,70467
2015-11-25,70467,70467
2015-11-26,70467,70467
2015-11-27,70467,70467
2015-11-28,70467,70467
2015-11-29,70467,70467
2015-11-30,70467,70467
2015-12-01,70467,70467
2015-12-02,70467,70467
2015-12-03,70467,70467
2015-12-04,70467,70467
2015-12-05,70467,70467
2015-12-06,70467,70467
2015-12-07,70467,70467
2015-12-08,70467,70467
2015-12-09,70467,70467
2015-12-10,70467,70467
2015-12-11,70467,70467
2015-12-12,70467,70467
2015-12-13,70467,70467
2015-12-14,70467,70467
2015-12-15,70467,70467
2015-12-16,70467,70467
2015-12-17,70467,70467
2015-12-18,70467,70467
2015-12-19,70467,70467
2015-12-20,70467,70467
2015-12-21,70467,70467
2015-12-22,70467,70467
2015-12-23,70467,70467
2015-12-24,70467,70467
2015-12-25,70467,70467
2015-12-26,70467,70467
2015-12-27,70467,70467
2015-12-28,70467,70467
2015-12-29,70467,70467
2015-12-30,70467,70467
2015-12-31,70467,70467
2016-01-01,74186,70467
2016-01-02,74186,74186
2016-01-03,74186,74186
2016-01-04,74186,74186
2016-01-05,74186,74186
2016-01-06,74186,74186
2016-01-07,74186,74186
2016-01-08,74186,74186
2016-01-09,74186,74186
2016-01-10,74186,74186
2016-01-11,74186,74186
2016-01-12,74186,74186
2016-01-13,74186,74186
2016-01-14,74186,74186
2016-01-15,74186,74186
2016-01-16,74186,74186
2016-01-17,74186,74186
2016-01-18,74186,74186
2016-01-19,74186,74186
2016-01-20,74186,74186
2016-01-21,74186,74186
2016-01-22,74186,74186
2016-01-23,74186,74186
2016-01-24,74186,74186
2016-01-25,74186,74186
2016-01-26,74186,74186
2016-01-27,74186,74186
2016-01-28,74186,74186
2016-01-29,74186,74186
2016-01-30,74186,74186
2016-01-31,74186,74186
2016-02-01,74186,74186
2016-02-02,74186,74186
2016-02-03,74186,74186
2016-02-04,74186,74186
2016-02-05,74186,74186
2016-02-06,74186,74186
2016-02-07,74186,74186
2016-02-08,74186,74186
2016-02-09,74186,74186
2016-02-10,74186,74186
2016-02-11,74186,74186
2016-02-12,74186,74186
2016-02-13,74186,74186
2016-02-14,74186,74186
2016-02-15,74186,74186
2016-02-16,74186,74186
2016-02-17,74186,74186
2016-02-18,74186,74186
2016-02-19,74186,74186
2016-02-20,74186,74186
2016-02-21,74186,74186
2016-02-22,74186,74186
2016-02-23,74186,74186
2016-02-24,74186,74186
2016-02-25,74186,74186
2016-02-26,74186,74186
2016-02-27,74186,74186
2016-02-28,74186,74186
2016-02-29,74186,74186
2016-03-01,74186,74186
2016-03-02,74186,74186
2016-03-03,74186,74186
2016-03-04,74186,74186
2016-03-05,74186,74186
2016-03-06,74186,74186
2016-03-07,74186,74186
2016-03-08,74186,74186
2016-03-09,74186,74186
2016-03-10,74186,74186
2016-03-11,74186,74186
2016-03-12,74186,74186
2016-03-13,74186,74186
2016-03-14,74186,74186
2016-03-15,74186,74186
2016-03-16,74186,74186
2016-03-17,74186,74186
2016-03-18,74186,74186
2016-03-19,74186,74186
2016-03-20,74186,74186
2016-03-21,74186,74186
2016-03-22,74186,74186
2016-03-23,74186,74186
2016-03-24,74186,74186
2016-03-25,74186,74186
2016-03-26,74186,74186
2016-03-27,74186,74186
2016-03-28,74186,74186
2016-03-29,74186,74186
2016-03-30,74186,74186
2016-03-31,74186,74186
2016-04-01,75648,74186
2016-04-02,75648,75648
2016-04-03,75648,75648
2016-04-04,75648,75648
2016-04-05,75648,75648
2016-04-06,75648,75648
2016-04-07,75648,75648
2016-04-08,75648,75648
2016-04-09,75648,75648
2016-04-10,75648,75648
2016-04-11,75648,75648
2016-04-12,75648,75648
2016-04-13,75648,75648
2016-04-14,75648,75648
2016-04-15,75648,75648
2016-04-16,75648,75648
2016-04-17,75648,75648
2016-04-18,75648,75648
2016-04-19,75648,75648
2016-04-20,75648,75648
2016-04-21,75648,75648
2016-04-22,75648,75648
2016-04-23,75648,75648
2016-04-24,75648,75648
2016-04-25,75648,75648
2016-04-26,75648,75648
2016-04-27,75648,75648
2016-04-28,75648,75648
2016-04-29,75648,75648
2016-04-30,75648,75648
2016-05-01,75648,75648
2016-05-02,75648,75648
2016-05-03,75648,75648
2016-05-04,75648,75648
2016-05-05,75648,75648
2016-05-06,75648,75648
2016-05-07,75648,75648
2016-05-08,75648,75648
2016-05-09,75648,75648
2016-05-10,75648,75648
2016-05-11,75648,75648
2016-05-12,75648,75648
2016-05-13,75648,75648
2016-05-14,75648,75648
2016-05-15,75648,75648
2016-05-16,75648,75648
2016-05-17,75648,75648
2016-05-18,75648,75648
2016-05-19,75648,75648
2016-05-20,75648,75648
2016-05-21,75648,75648
2016-05-22,75648,75648
2016-05-23,75648,75648
2016-05-24,75648,75648
2016-05-25,75648,75648
2016-05-26,75648,75648
2016-05-27,75648,75648
2016-05-28,75648,75648
2016-05-29,75648,75648
2016-05-30,75648,75648
2016-05-31,75648,75648
2016-06-01,75648,75648
2016-06-02,75648,75648
2016-06-03,75648,75648
2016-06-04,75648,75648
2016-06-05,75648,75648
2016-06-06,75648,75648
2016-06-07,75648,75648
2016-06-08,75648,75648
2016-06-09,75648,75648
2016-06-10,75648,75648
2016-06-11,75648,75648
2016-06-12,75648,75648
2016-06-13,75648,75648
2016-06-14,75648,75648
2016-06-15,75648,75648
2016-06-16,75648,75648
2016-06-17,75648,75648
2016-06-18,75648,75648
2016-06-19,75648,75648
2016-06-20,75648,75648
2016-06-21,75648,75648
2016-06-22,75648,75648
2016-06-23,75648,75648
2016-06-24,75648,75648
2016-06-25,75648,75648
2016-06-26,75648,75648
2016-06-27,75648,75648
2016-06-28,75648,75648
2016-06-29,75648,75648
2016-06-30,75648,75648
2016-07-01,75663,75648
2016-07-02,75663,75663
2016-07-03,75663,75663
2016-07-04,75663,75663
2016-07-05,75663,75663
2016-07-06,75663,75663
2016-07-07,75663,75663
2016-07-08,75663,75663
2016-07-09,75663,75663
2016-07-10,75663,75663
2016-07-11,75663,75663
2016-07-12,75663,75663
2016-07-13,75663,75663
2016-07-14,75663,75663
2016-07-15,75663,75663
2016-07-16,75663,75663
2016-07-17,75663,75663
2016-07-18,75663,75663
2016-07-19,75663,75663
2016-07-20,75663,75663
2016-07-21,75663,75663
2016-07-22,75663,75663
2016-07-23,75663,75663
2016-07-24,75663,75663
2016-07-25,75663,75663
2016-07-26,75663,75663
2016-07-27,75663,75663
2016-07-28,75663,75663
2016-07-29,75663,75663
2016-07-30,75663,75663
2016-07-31,75663,75663
2016-08-01,75663,75663
2016-08-02,75663,75663
2016-08-03,75663,75663
2016-08-04,75663,75663
2016-08-05,75663,75663
2016-08-06,75663,75663
2016-08-07,75663,75663
2016-08-08,75663,75663
2016-08-09,75663,75663
2016-08-10,75663,75663
2016-08-11,75663,75663
2016-08-12,75663,75663
2016-08-13,75663,75663
2016-08-14,75663,75663
2016-08-15,75663,75663
2016-08-16,75663,75663
2016-08-17,75663,75663
2016-08-18,75663,75663
2016-08-19,75663,75663
2016-08-20,75663,75663
2016-08-21,75663,75663
2016-08-22,75663,75663
2016-08-23,75663,75663
2016-08-24,75663,75663
2016-08-25,75663,75663
2016-08-26,75663,75663
2016-08-27,75663,75663
2016-08-28,75663,75663
2016-08-29,75663,75663
2016-08-30,75663,75663
2016-08-31,75663,75663
2016-09-01,75663,75663
2016-09-02,75663,75663
2016-09-03,75663,75663
2016-09-04,75663,75663
2016-09-05,75663,75663
2016-09-06,75663,75663
2016-09-07,75663,75663
2016-09-08,75663,75663
2016-09-09,75663,75663
2016-09-10,75663,75663
2016-09-11,75663,75663
2016-09-12,75663,75663
2016-09-13,75663,75663
2016-09-14,75663,75663
2016-09-15,75663,75663
2016-09-16,75663,75663
2016-09-17,75663,75663
2016-09-18,75663,75663
2016-09-19,75663,75663
2016-09-20,75663,75663
2016-09-21,75663,75663
2016-09-22,75663,75663
2016-09-23,75663,75663
2016-09-24,75663,75663
2016-09-25,75663,75663
2016-09-26,75663,75663
2016-09-27,75663,75663
2016-09-28,75663,75663
2016-09-29,75663,75663
2016-09-30,75663,75663
2016-10-01,77391,75663
2016-10-02,77391,77391
2016-10-03,77391,77391
2016-10-04,77391,77391
2016-10-05,77391,77391
2016-10-06,77391,77391
2016-10-07,77391,77391
2016-10-08,77391,77391
2016-10-09,77391,77391
2016-10-10,77391,77391
2016-10-11,77391,77391
2016-10-12,77391,77391
2016-10-13,77391,77391
2016-10-14,77391,77391
2016-10-15,77391,77391
2016-10-16,77391,77391
2016-10-17,77391,77391
2016-10-18,77391,77391
2016-10-19,77391,77391
2016-10-20,77391,77391
2016-10-21,77391,77391
2016-10-22,77391,77391
2016-10-23,77391,77391
2016-10-24,77391,77391
2016-10-25,77391,77391
2016-10-26,77391,77391
2016-10-27,77391,77391
2016-10-28,77391,77391
2016-10-29,77391,77391
2016-10-30,77391,77391
2016-10-31,77391,77391
2016-11-01,77391,77391
2016-11-02,77391,77391
2016-11-03,77391,77391
2016-11-04,77391,77391
2016-11-05,77391,77391
2016-11-06,77391,77391
2016-11-07,77391,77391
2016-11-08,77391,77391
2016-11-09,77391,77391
2016-11-10,77391,77391
2016-11-11,77391,77391
2016-11-12,77391,77391
2016-11-13,77391,77391
2016-11-14,77391,77391
2016-11-15,77391,77391
2016-11-16,77391,77391
2016-11-17,77391,77391
2016-11-18,77391,77391
2016-11-19,77391,77391
2016-11-20,77391,77391
2016-11-21,77391,77391
2016-11-22,77391,77391
2016-11-23,77391,77391
2016-11-24,77391,77391
2016-11-25,77391,77391
2016-11-26,77391,77391
2016-11-27,77391,77391
2016-11-28,77391,77391
2016-11-29,77391,77391
2016-11-30,77391,77391
2016-12-01,77391,77391
2016-12-02,77391,77391
2016-12-03,77391,77391
2016-12-04,77391,77391
2016-12-05,77391,77391
2016-12-06,77391,77391
2016-12-07,77391,77391
2016-12-08,77391,77391
2016-12-09,77391,77391
2016-12-10,77391,77391
2016-12-11,77391,77391
2016-12-12,77391,77391
2016-12-13,77391,77391
2016-12-14,77391,77391
2016-12-15,77391,77391
2016-12-16,77391,77391
2016-12-17,77391,77391
2016-12-18,77391,77391
2016-12-19,77391,77391
2016-12-20,77391,77391
2016-12-21,77391,77391
2016-12-22,77391,77391
2016-12-23,77391,77391
2016-12-24,77391,77391
2016-12-25,77391,77391
2016-12-26,77391,77391
2016-12-27,77391,77391
2016-12-28,77391,77391
2016-12-29,77391,77391
2016-12-30,77391,77391
2016-12-31,77391,77391
2017-01-01,80866,77391
2017-01-02,80866,80866
2017-01-03,80866,80866
2017-01-04,80866,80866
2017-01-05,80866,80866
2017-01-06,80866,80866
2017-01-07,80866,80866
2017-01-08,80866,80866
2017-01-09,80866,80866
2017-01-10,80866,80866
2017-01-11,80866,80866
2017-01-12,80866,80866
2017-01-13,80866,80866
2017-01-14,80866,80866
2017-01-15,80866,80866
2017-01-16,80866,80866
2017-01-17,80866,80866
2017-01-18,80866,80866
2017-01-19,80866,80866
2017-01-20,80866,80866
2017-01-21,80866,80866
2017-01-22,80866,80866
2017-01-23,80866,80866
2017-01-24,80866,80866
2017-01-25,80866,80866
2017-01-26,80866,80866
2017-01-27,80866,80866
2017-01-28,80866,80866
2017-01-29,80866,80866
2017-01-30,80866,80866
2017-01-31,80866,80866
2017-02-01,80866,80866
2017-02-02,80866,80866
2017-02-03,80866,80866
2017-02-04,80866,80866
2017-02-05,80866,80866
2017-02-06,80866,80866
2017-02-07,80866,80866
2017-02-08,80866,80866
2017-02-09,80866,80866
2017-02-10,80866,80866
2017-02-11,80866,80866
2017-02-12,80866,80866
2017-02-13,80866,80866
2017-02-14,80866,80866
2017-02-15,80866,80866
2017-02-16,80866,80866
2017-02-17,80866,80866
2017-02-18,80866,80866
2017-02-19,80866,80866
2017-02-20,80866,80866
2017-02-21,80866,80866
2017-02-22,80866,80866
2017-02-23,80866,80866
2017-02-24,80866,80866
2017-02-25,80866,80866
2017-02-26,80866,80866
2017-02-27,80866,80866
2017-02-28,80866,80866
2017-03-01,80866,80866
2017-03-02,80866,80866
2017-03-03,80866,80866
2017-03-04,80866,80866
2017-03-05,80866,80866
2017-03-06,80866,80866
2017-03-07,80866,80866
2017-03-08,80866,80866
2017-03-09,80866,80866
2017-03-10,80866,80866
2017-03-11,80866,80866
2017-03-12,80866,80866
2017-03-13,80866,80866
2017-03-14,80866,80866
2017-03-15,80866,80866
2017-03-16,80866,80866
2017-03-17,80866,80866
2017-03-18,80866,80866
2017-03-19,80866,80866
2017-03-20,80866,80866
2017-03-21,80866,80866
2017-03-22,80866,80866
2017-03-23,80866,80866
2017-03-24,80866,80866
2017-03-25,80866,80866
2017-03-26,80866,80866
2017-03-27,80866,80866
2017-03-28,80866,80866
2017-03-29,80866,80866
2017-03-30,80866,80866
2017-03-31,80866,80866
2017-04-01,80021,80866
2017-04-02,80021,80021
2017-04-03,80021,80021
2017-04-04,80021,80021
2017-04-05,80021,80021
2017-04-06,80021,80021
2017-04-07,80021,80021
2017-04-08,80021,80021
2017-04-09,80021,80021
2017-04-10,80021,80021
2017-04-11,80021,80021
2017-04-12,80021,80021
2017-04-13,80021,80021
2017-04-14,80021,80021
2017-04-15,80021,80021
2017-04-16,80021,80021
2017-04-17,80021,80021
2017-04-18,80021,80021
2017-04-19,80021,80021
2017-04-20,80021,80021
2017-04-21,80021,80021
2017-04-22,80021,80021
2017-04-23,80021,80021
2017-04-24,80021,80021
2017-04-25,80021,80021
2017-04-26,80021,80021
2017-04-27,80021,80021
2017-04-28,80021,80021
2017-04-29,80021,80021
2017-04-30,80021,80021
2017-05-01,80021,80021
2017-05-02,80021,80021
2017-05-03,80021,80021
2017-05-04,80021,80021
2017-05-05,80021,80021
2017-05-06,80021,80021
2017-05-07,80021,80021
2017-05-08,80021,80021
2017-05-09,80021,80021
2017-05-10,80021,80021
2017-05-11,80021,80021
2017-05-12,80021,80021
2017-05-13,80021,80021
2017-05-14,80021,80021
2017-05-15,80021,80021
2017-05-16,80021,80021
2017-05-17,80021,80021
2017-05-18,80021,80021
2017-05-19,80021,80021
2017-05-20,80021,80021
2017-05-21,80021,80021
2017-05-22,80021,80021
2017-05-23,80021,80021
2017-05-24,80021,80021
2017-05-25,80021,80021
2017-05-26,80021,80021
2017-05-27,80021,80021
2017-05-28,80021,80021
2017-05-29,80021,80021
2017-05-30,80021,80021
2017-05-31,80021,80021
2017-06-01,80021,80021
2017-06-02,80021,80021
2017-06-03,80021,80021
2017-06-04,80021,80021
2017-06-05,80021,80021
2017-06-06,80021,80021
2017-06-07,80021,80021
2017-06-08,80021,80021
2017-06-09,80021,80021
2017-06-10,80021,80021
2017-06-11,80021,80021
2017-06-12,80021,80021
2017-06-13,80021,80021
2017-06-14,80021,80021
2017-06-15,80021,80021
2017-06-16,80021,80021
2017-06-17,80021,80021
2017-06-18,80021,80021
2017-06-19,80021,80021
2017-06-20,80021,80021
2017-06-21,80021,80021
2017-06-22,80021,80021
2017-06-23,80021,80021
2017-06-24,80021,80021
2017-06-25,80021,80021
2017-06-26,80021,80021
2017-06-27,80021,80021
2017-06-28,80021,80021
2017-06-29,80021,80021
2017-06-30,80021,80021
2017-07-01,80619,80021
2017-07-02,80619,80619
2017-07-03,80619,80619
2017-07-04,80619,80619
2017-07-05,80619,80619
2017-07-06,80619,80619
2017-07-07,80619,80619
2017-07-08,80619,80619
2017-07-09,80619,80619
2017-07-10,80619,80619
2017-07-11,80619,80619
2017-07-12,80619,80619
2017-07-13,80619,80619
2017-07-14,80619,80619
2017-07-15,80619,80619
2017-07-16,80619,80619
2017-07-17,80619,80619
2017-07-18,80619,80619
2017-07-19,80619,80619
2017-07-20,80619,80619
2017-07-21,80619,80619
2017-07-22,80619,80619
2017-07-23,80619,80619
2017-07-24,80619,80619
2017-07-25,80619,80619
2017-07-26,80619,80619
2017-07-27,80619,80619
2017-07-28,80619,80619
2017-07-29,80619,80619
2017-07-30,80619,80619
2017-07-31,80619,80619
2017-08-01,80619,80619
2017-08-02,80619,80619
2017-08-03,80619,80619
2017-08-04,80619,80619
2017-08-05,80619,80619
2017-08-06,80619,80619
2017-08-07,80619,80619
2017-08-08,80619,80619
2017-08-09,80619,80619
2017-08-10,80619,80619
2017-08-11,80619,80619
2017-08-12,80619,80619
2017-08-13,80619,80619
2017-08-14,80619,80619
2017-08-15,80619,80619
2017-08-16,80619,80619
2017-08-17,80619,80619
2017-08-18,80619,80619
2017-08-19,80619,80619
2017-08-20,80619,80619
2017-08-21,80619,80619
2017-08-22,80619,80619
2017-08-23,80619,80619
2017-08-24,80619,80619
2017-08-25,80619,80619
2017-08-26,80619,80619
2017-08-27,80619,80619
2017-08-28,80619,80619
2017-08-29,80619,80619
2017-08-30,80619,80619
2017-08-31,80619,80619
2017-09-01,80619,80619
2017-09-02,80619,80619
2017-09-03,80619,80619
2017-09-04,80619,80619
2017-09-05,80619,80619
2017-09-06,80619,80619
2017-09-07,80619,80619
2017-09-08,80619,80619
2017-09-09,80619,80619
2017-09-10,80619,80619
2017-09-11,80619,80619
2017-09-12,80619,80619
2017-09-13,80619,80619
2017-09-14,80619,80619
2017-09-15,80619,80619
2017-09-16,80619,80619
2017-09-17,80619,80619
2017-09-18,80619,80619
2017-09-19,80619,80619
2017-09-20,80619,80619
2017-09-21,80619,80619
2017-09-22,80619,80619
2017-09-23,80619,80619
2017-09-24,80619,80619
2017-09-25,80619,80619
2017-09-26,80619,80619
2017-09-27,80619,80619
2017-09-28,80619,80619
2017-09-29,80619,80619
2017-09-30,80619,80619
2017-10-01,81369,80619
2017-10-02,81369,81369
2017-10-03,81369,81369
2017-10-04,81369,81369
2017-10-05,81369,81369
2017-10-06,81369,81369
2017-10-07,81369,81369
2017-10-08,81369,81369
2017-10-09,81369,81369
2017-10-10,81369,81369
2017-10-11,81369,81369
2017-10-12,81369,81369
2017-10-13,81369,81369
2017-10-14,81369,81369
2017-10-15,81369,81369
2017-10-16,81369,81369
2017-10-17,81369,81369
2017-10-18,81369,81369
2017-10-19,81369,81369
2017-10-20,81369,81369
2017-10-21,81369,81369
2017-10-22,81369,81369
2017-10-23,81369,81369
2017-10-24,81369,81369
2017-10-25,81369,81369
2017-10-26,81369,81369
2017-10-27,81369,81369
2017-10-28,81369,81369
2017-10-29,81369,81369
2017-10-30,81369,81369
2017-10-31,81369,81369
2017-11-01,81369,81369
2017-11-02,81369,81369
2017-11-03,81369,81369
2017-11-04,81369,81369
2017-11-05,81369,81369
2017-11-06,81369,81369
2017-11-07,81369,81369
2017-11-08,81369,81369
2017-11-09,81369,81369
2017-11-10,81369,81369
2017-11-11,81369,81369
2017-11-12,81369,81369
